"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"259","Allan Augier","342","0","France","FR","1996","12","1","6","0","0","87","3","4","403","0","18","415917"
"260","Justin Boonstra","342","0","Benelux","NL","2191","13","1","6","0","0","63","3","4","237","0","13","454376"
"261","Jyri Glumov","341","0","Finland","FI","4447","14","2","5","0","0","43","2","4","224","1","5","172447"
"262","Mohammed Janko","339","0","UK and I","GB","4190","3","2","2","0","0","16","2","2","149","0","16","487469"
"263","Michael A. Overbay","338","0","Ohio","US","4281","10","1","4","0","0","35","1","4","308","1","11","289616"
"264","Frederico Faria","337","0","Iberia","PT","2479","7","2","4","21","1","55","3","4","338","0","11","447698"
"265","Seba Cornes","337","0","Florida","US","1725","10","1","6","76","1","91","5","4","442","1","15","367358"
"266","Dennis Rödder","337","0","DE-AT-CH","DE","3607","9","1","3","12","0","18","2","3","171","1","11","401208"
"267","Alessio Gennaretti","336","0","Italy","IT","3385","11","1","4","0","0","91","2","3","331","0","10","404297"
"268","Krzysztof Eret","336","0","Central-Eastern Europe","PL","2756","12","0","4","0","0","51","2","4","309","1","8","360645"
"269","Dariusz Garbarz","336","0","Central-Eastern Europe","PL","3044","12","0","4","0","0","99","2","4","296","1","8","360858"
"270","Russ Addie","336","0","Pennsylvania","US","2439","13","0","11","0","0","67","2","4","890","0","18","111851"
"271","Jean-Louis Gustine","335","0","Benelux","BE","1630","9","2","8","3","0","91","4","4","550","0","20","271496"
"272","Lemal Jean Baptiste","335","0","Benelux","BE","2097","9","2","8","1","0","93","3","4","662","0","20","263801"
"273","João Madeira","334","0","Iberia","PT","2190","11","0","6","0","0","100","3","4","543","0","12","362475"
"274","Florian Bonatz","333","0","DE-AT-CH","DE","1956","12","2","6","0","0","64","3","4","308","0","13","423946"
"275","Steffen Schlett","333","0","DE-AT-CH","DE","2274","12","2","6","0","0","79","3","4","407","0","13","331689"
"276","Spencer Kemble","333","0","Illinois","US","1500","9","1","6","6","0","65","5","4","544","0","22","284498"
"277","Roberte Eduard","330","0","Central-Eastern Europe","RO","3816","10","0","3","0","0","51","1","3","239","0","8","212449"
"278","Sascha Luecking","329","0","DE-AT-CH","DE","1837","12","2","5","0","0","16","3","3","324","0","14","310893"
"279","Luís Pedro Costa","328","0","Iberia","PT","3350","11","1","4","66","1","60","4","4","322","1","9","503024"
"280","Diogo Pereirinha","327","0","Iberia","PT","4280","12","1","5","0","0","97","2","4","348","0","8","359340"
"281","Guillermo Martín González Díaz","325","0","Hispanoamérica","AR","2198","12","0","4","0","0","111","2","4","363","0","12","198911"
"282","Luke Rhymer","324","0","Scandinavia","DK","3649","13","1","5","54","1","103","3","3","303","1","4","408397"
"283","Håkon Eide Lindmo","324","0","Scandinavia","NO","2175","5","2","3","0","0","53","2","3","238","0","17","331194"
"284","Sebastian Kunze2","324","0","DE-AT-CH","DE","2087","15","2","6","0","0","26","3","4","231","0","10","123023"
"285","Alejandro Fernandez Vega","324","0","UK and I","GB","2231","15","2","6","1","0","129","2","4","330","0","10","316788"
"286","Schmid Frederic","323","0","France","FR","1531","5","4","4","0","0","31","4","4","238","0","17","389781"
"287","David Henry7","323","0","France","FR","1653","7","4","5","0","0","90","4","4","359","0","15","341174"
"288","Allan Oppylock","323","0","Australia/NZ","AU","2636","10","2","4","36","0","27","2","3","299","0","9","245953"
"289","Laurence Latin","323","0","Australia/NZ","AU","1911","11","2","5","18","0","29","4","3","249","0","8","224826"
"290","Scott McIntyre","323","0","Canada","CA","5549","12","0","5","0","0","38","1","4","257","0","11","80818"
"291","Sean Velandia","322","0","California Club","US","3898","4","2","2","0","0","15","1","2","146","0","15","94818"
"292","Dimitri Schwab","321","0","DE-AT-CH","CH","1911","12","2","5","24","0","65","4","4","218","0","15","496868"
"293","Jan Böhl","321","0","DE-AT-CH","DE","4248","7","1","2","0","0","32","1","2","187","0","11","267898"
"294","Lee Cogan","321","0","UK and I","IE","2400","14","1","7","0","0","81","3","4","504","0","13","417626"
"295","Roberto Motta","321","0","Italy","IT","2827","6","0","3","0","0","53","2","3","302","0","9","424213"
"296","Lorenzo Bertini","320","0","Italy","IT","3061","10","3","6","1","0","101","2","4","436","0","10","209044"
"297","Antonino Sgrò","319","0","Italy","IT","2539","8","2","3","20","0","46","3","3","199","0","9","400338"
"298","Justin Jung","319","0","DE-AT-CH","DE","2306","11","2","5","54","0","51","7","3","209","1","10","485195"
"299","Tobias Grundkötter","319","0","DE-AT-CH","DE","4177","11","2","5","111","0","68","2","3","324","1","10","492548"
"300","Matthew Cartellone","319","0","Australia/NZ","AU","3557","9","1","3","0","0","70","2","3","182","0","11","486008"
"301","Mike Ferrin","318","0","Michigan","US","2083","11","1","4","0","0","26","2","3","192","0","11","322755"
"302","Djeff Morlhon","318","0","France","FR","2480","14","1","5","0","0","55","3","4","360","0","12","418772"
"303","Thomas Cottin","318","0","France","FR","1733","18","1","6","0","0","117","4","4","493","0","13","336449"
"304","Patrick Pijper","316","0","Benelux","NL","2027","13","2","5","0","0","82","3","4","394","0","13","312286"
"305","David Soranzo","316","0","France","FR","3318","5","1","2","0","0","14","1","2","166","0","19","153428"
"306","Ron Hämäläinen","316","0","Finland","FI","3927","11","1","5","0","0","39","1","3","265","0","6","226651"
"307","Milo Linford","315","0","UK and I","GB","2829","13","1","4","8","0","55","2","4","211","0","18","233699"
"308","Avery Walker","315","0","Virginias","US","2291","11","0","6","0","0","102","3","4","448","0","17","442543"
"309","Drew Lloyd","314","0","UK and I","GB","2761","10","2","4","0","0","46","3","3","181","0","7","370929"
"310","Carlos Oses Ruiz","313","0","Iberia","ES","3483","10","2","6","1","0","91","2","3","502","0","11","520860"
"311","Italo Guerrieri","312","0","Italy","IT","2996","8","1","2","0","0","17","4","2","102","1","5","396077"
"312","Francesco Cherubini3","312","0","Italy","IT","4290","8","1","2","0","0","24","1","2","119","1","5","537553"
"313","Marco Gabriele Nesi","312","0","Italy","IT","6038","8","1","2","0","0","61","1","2","156","1","5","110992"
"314","Pol Munné","312","0","Iberia","ES","5018","10","1","4","0","0","42","2","2","163","0","8","398982"
"315","Minghao Zhang","312","0","Illinois","US","2704","8","0","3","0","0","47","3","3","190","0","11","379292"
"316","Alex Eguia","311","0","Iberia","ES","4085","13","0","5","0","0","43","1","4","313","0","15","409864"
"317","Geoffroy Koenigsfeld","311","0","Benelux","BE","2602","14","0","6","0","0","109","2","4","471","0","13","252528"
"318","Vercauteren Arnaud","311","0","Benelux","BE","2462","14","0","6","0","0","124","3","4","498","0","13","331477"
"319","Ross Stevenson2","310","0","UK and I","GB","2244","13","3","4","70","0","102","4","4","310","1","8","318313"
"320","David A Williams","310","0","West","US","3412","6","1","2","0","0","12","2","2","113","0","9","103106"
"321","Paul Darling","310","0","Michigan","US","4666","8","1","3","0","0","27","1","2","171","0","10","83057"
"322","Waqid Janjua","310","0","Texas","US","2603","9","0","3","0","0","27","2","3","161","0","14","351441"
"323","Farooq Manzar","309","0","Canada","CA","4115","14","0","4","0","0","54","1","3","265","0","11","59692"
"324","Michael Wilcox3","308","0","UK and I","GB","2244","22","2","6","29","0","33","3","4","366","0","11","333131"
"325","Michael Fernando2","307","0","UK and I","GB","2101","8","2","5","18","0","38","3","4","318","0","12","456247"
"326","Alexander Davidson","304","0","UK and I","GB","4543","8","2","4","136","1","124","5","3","356","2","6","472038"
"327","Pablo L. Mirko","304","0","Hispanoamérica","AR","2006","8","1","3","4","0","35","3","3","182","0","11","357043"
"328","Brandon Cawker","303","0","Canada","CA","2704","10","2","3","0","0","9","2","2","91","0","10","335812"
"329","Fabien Caillebotte","303","0","France","FR","2530","10","1","4","1","0","25","2","3","114","0","8","380771"
"330","Kevin Dauguet","303","0","France","FR","3254","11","1","4","1","0","46","3","4","348","0","11","361747"
"331","Luca Biondi","303","0","France","FR","2462","11","1","4","11","0","76","3","4","326","0","11","415203"
"332","Andres Quincke","303","0","Hispanoamérica","AR","1605","12","0","5","0","0","78","4","4","300","0","22","196177"
"333","Jean-Francois Hellegouarch","301","0","France","FR","2738","8","2","3","0","1","20","2","3","136","0","10","339586"
"334","Sébastien Sartori","301","0","France","FR","2691","7","2","3","0","0","30","2","3","292","0","10","350711"
"335","Andrey Vederkin","301","0","Central-Eastern Europe","RU","2412","12","0","4","0","0","61","3","4","369","0","16","135330"
"336","Andrey Grishin","301","0","Central-Eastern Europe","RU","1983","12","0","4","0","0","97","2","4","293","0","16","135035"
"337","Alvaro Gutierrez Melendez","300","0","Iberia","ES","3091","9","0","3","0","0","15","3","3","190","0","11","435163"
"338","Tivadar Pilaú","299","0","Central-Eastern Europe","HU","2122","7","2","4","31","1","61","3","4","299","0","11","347941"
"339","Mauro Belloli","299","0","Italy","CH","1776","12","1","5","0","0","39","3","4","212","0","16","228814"
"340","Giuseppe Curcio2","299","0","Italy","IT","1833","12","1","5","0","0","41","3","4","273","0","16","99201"
"341","Michael Messenger","298","0","UK and I","GB","2753","8","1","3","1","1","43","2","3","197","0","17","21580"
"342","Oliver Ettridge","298","0","UK and I","GB","1743","8","1","3","9","1","46","3","3","212","0","17","346590"
"343","Sébastien Bonnet","296","0","France","FR","2171","13","1","8","0","0","81","5","4","409","1","7","380779"
"344","Hans Mohr","295","0","DE-AT-CH","DE","1761","10","0","4","0","0","28","3","4","305","0","15","237357"
"345","Alcibiades Ramirez","295","0","New England","US","1911","12","0","4","27","0","44","3","4","229","0","8","347237"
"346","Nejtun Cameron","295","0","UK and I","GB","2212","15","0","6","0","0","42","3","4","381","0","16","180535"
"347","Sergi Heras","294","0","Iberia","ES","4901","5","1","2","0","1","22","1","2","218","0","5","177295"
"348","Kacper Sztuka","294","0","Central-Eastern Europe","PL","4366","6","1","2","0","1","10","1","2","148","0","6","153238"
"349","Mateusz Kaprzyk","294","0","Central-Eastern Europe","PL","2567","6","1","2","0","1","25","2","2","110","0","6","297496"
"350","Alvaro Seoane","294","0","Iberia","ES","2465","12","0","4","1","0","29","4","4","238","0","15","375103"
"351","Cesar Alvarez","294","0","Iberia","ES","2483","15","0","5","0","0","49","4","4","263","0","17","126799"
"352","Alvaro Manzanares","293","0","Iberia","ES","2299","12","2","4","2","1","31","3","4","252","0","17","357527"
"353","Lucas de Castro","293","0","France","FR","3509","13","1","4","0","1","24","3","3","109","0","4","359570"
"354","Yassine barnak","293","0","France","FR","1691","13","1","5","0","0","101","3","4","281","0","14","291688"
"355","Yohann Margot","293","0","France","FR","1965","14","1","5","0","0","53","4","4","316","0","16","77452"
"356","Zak Reape","293","0","Ohio","US","2163","11","0","5","0","0","78","3","4","238","0","16","523575"
"357","Paulo Costa","292","0","Iberia","DE","1698","12","0","5","0","0","66","3","4","428","0","20","166590"
"358","Antonio Sa2","292","0","UK and I","GB","1331","12","0","5","0","0","98","4","4","435","0","20","184199"
"359","Joni Ritvanen","290","0","Finland","FI","2429","14","1","6","0","0","101","4","4","343","0","13","316665"
"360","Markus Saronsalo","290","0","Finland","FI","2628","14","1","6","0","0","109","2","4","397","0","13","532986"
"361","Steven Wetstein","289","0","Benelux","NL","2009","8","3","7","53","1","59","3","3","393","1","11","444356"
"362","Kenneth Nygaard","289","0","Scandinavia","DK","1801","9","3","8","59","1","102","5","3","440","1","11","474604"
"363","Karl Raper","289","0","Australia/NZ","AU","3716","7","1","2","0","0","19","2","2","197","0","14","251860"
"364","Juanjo Gragera","289","0","Iberia","ES","2270","9","0","3","0","0","20","2","3","126","0","9","292820"
"365","Ivan Alfimof","289","0","Iberia","ES","4536","9","0","3","0","0","24","1","3","183","0","9","290299"
"366","Adrián Ariso Azcárate","289","0","Iberia","ES","3532","9","0","3","0","0","45","2","3","226","0","9","361199"
"367","Daniel Sharp","288","0","UK and I","GB","2984","9","1","3","0","0","34","3","3","105","0","7","302857"
"368","Jan Zilliacus","288","0","Finland","FI","2192","10","1","4","0","0","17","3","3","91","0","11","16692"
"369","Calum Mcduff","287","0","UK and I","GB","1580","3","2","2","44","0","40","4","2","108","2","1","380372"
"370","Pawe? Andruch","287","0","Central-Eastern Europe","PL","3080","9","1","3","0","0","25","3","3","236","0","9","525360"
"371","Jakub Krajmas","287","0","Central-Eastern Europe","PL","2578","9","1","3","0","0","27","2","3","245","0","9","474608"
"372","Cy Farmer","286","0","UK and I","GB","1624","10","2","4","15","1","18","4","4","147","0","10","324306"
"373","Jake Towns","286","0","UK and I","GB","2041","10","2","4","8","1","64","3","4","173","0","10","321875"
"374","Bryan Pigmans","285","0","Benelux","NL","2792","2","2","2","5","1","4","2","2","82","1","6","381115"
"375","Yannick Moorman","285","0","Benelux","NL","2914","2","2","2","3","1","11","3","2","99","1","6","482893"
"376","Sam Holt","285","0","UK and I","GB","3312","2","2","2","66","1","16","3","2","114","1","6","110994"
"377","Michael Drechsler","285","0","DE-AT-CH","DE","4951","8","1","2","0","0","20","1","2","130","0","12","316272"
"378","Andrew Duffy","285","0","Australia/NZ","AU","2657","11","1","5","0","0","33","3","3","175","0","10","317641"
"379","Dominic Melit","285","0","Australia/NZ","AU","2776","11","1","5","0","0","48","2","3","144","0","10","328119"
"380","Julian Kleinbussink","285","0","Australia/NZ","NZ","3767","11","1","5","0","0","55","2","3","164","0","10","204071"
"381","Thomas Johnson19","284","0","UK and I","GB","2695","9","1","3","17","1","108","2","3","290","0","16","457572"
"382","Alexandre Bernardi","284","0","France","US","1429","12","2","5","46","0","92","4","4","300","0","8","293425"
"383","Rambeaud Jules","283","0","France","FR","2538","5","2","2","1","0","16","3","2","128","0","11","247550"
"384","Stephane Nikolajevic","282","0","France","FR","4996","11","1","3","0","0","38","1","3","207","0","12","182382"
"385","Andrew Hofmeister","282","0","Texas","US","1967","13","1","4","0","0","56","3","3","249","0","11","89288"
"386","Jelle Pieter Hoogland","281","0","Benelux","NL","3075","3","3","3","57","1","74","2","2","299","0","10","237963"
"387","Josh Johnson3","281","0","UK and I","GB","2160","10","2","3","37","1","31","3","2","128","0","7","261135"
"388","Joshua Ahern","279","0","UK and I","GB","1324","11","2","5","34","1","134","4","4","275","1","13","306562"
"389","James Fernando","279","0","UK and I","GB","1366","8","2","4","0","0","54","5","4","293","0","11","133985"
"390","Leandro Monteiro","279","0","Brazil","BR","3252","5","1","2","0","0","29","2","2","109","0","7","256809"
"391","Ludovic Ledzep","278","0","France","FR","2073","11","1","3","0","1","18","3","3","108","0","12","429503"
"392","Michael Polasek","278","0","New Jersey","US","5129","5","1","2","0","0","14","1","2","188","0","4","155121"
